Site,"Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","Testing in G04 - take 2","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site","New Site"
"05-22-2021 05:45:00",3.4,3.0,13.7,0.1,12.1,340.1,367.7,,24.49,25.9,-61,0,0.00,0.00,1.0,21896.4,21569.0,20319.1,25099.7,18.32,6.06,48.1,0.002,103.9,9.77,-0.97,-0.3,-0.1,-1,-0.5,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,170,1.4,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 05:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.1,7.6,1022.4,21.46,-5.7,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:00:00",3.4,3.0,13.7,0.1,12.0,331.0,369.6,,24.50,26.0,-63,0,0.00,0.00,1.0,21990.8,21635.1,20383.5,25190.9,18.32,6.02,50.4,0.002,103.9,9.77,-0.95,-0.3,-0.2,-1,-0.6,-4.100,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.20,,,,,,168,1.5,-0.3,-1.0,3.3,3.0,13.8,0.1,12.0,34.9,8.1,1022.5,21.42,-5.8,-79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.9,6.3,1022.5,21.39,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:15:00",3.4,3.0,13.8,0.1,12.0,339.5,369.6,,24.50,26.0,-61,0,0.00,0.00,1.0,21855.5,21540.8,20312.0,25036.3,18.32,6.02,49.9,0.002,103.9,9.77,-0.95,-0.4,-0.2,-1,-0.6,-4.130,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,165,1.4,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.9,8.0,1022.5,21.36,-5.8,-79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:30:00",3.4,3.0,13.7,0.1,12.0,339.2,369.1,,24.49,25.9,-61,0,0.00,0.00,1.0,21975.3,21631.7,20371.9,25140.3,18.32,6.03,49.8,0.002,103.9,9.77,-0.96,-0.3,-0.1,-1,-0.6,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,168,1.5,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,33.2,6.4,1022.7,21.33,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:40:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.4,7.3,1022.8,21.30,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:45:00",3.4,3.0,13.7,0.1,12.0,339.8,369.2,,24.49,25.9,-61,0,0.00,0.00,1.0,21889.0,21575.5,20295.7,25066.4,18.32,6.03,49.8,0.002,103.9,9.77,-0.93,-0.3,-0.2,-1,-0.6,-4.100,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,169,1.5,-0.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 06:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.2,6.9,1022.7,21.28,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:00:00",3.4,3.0,13.7,0.1,12.0,341.4,369.8,,24.49,26.0,-63,0,0.00,0.00,1.0,21992.6,21631.3,20345.0,25163.3,18.32,6.04,49.0,0.002,103.9,9.77,-0.96,-0.3,-0.2,-1,-0.5,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,170,1.6,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,34.7,7.8,1022.7,21.25,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.4,7.2,1022.6,21.23,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:15:00",3.4,3.0,13.7,0.1,12.1,339.8,369.6,,24.50,25.9,-57,0,0.00,0.00,1.0,21973.3,21627.0,20358.0,25133.4,18.32,6.02,50.1,0.002,103.8,9.76,-0.94,-0.3,-0.2,-1,-0.6,-4.140,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,168,1.5,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.2,8.0,1022.4,21.20,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:30:00",3.4,3.0,14.1,0.1,12.0,343.0,368.7,,24.49,26.0,-61,0,0.00,0.00,1.0,21705.8,21453.1,20235.3,24914.2,18.32,6.03,49.6,0.002,103.8,9.77,-0.94,-0.3,-0.2,-1,-0.6,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,170,1.4,-0.4,-1.0,3.3,3.0,13.7,0.1,12.0,34.3,7.4,1022.4,21.18,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:40:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.7,0.1,12.0,32.4,7.0,1022.2,21.17,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:45:00",3.4,3.0,14.2,0.1,12.1,342.8,371.1,,24.47,26.0,-61,0,0.00,0.00,1.0,21922.0,21612.5,20320.8,25104.2,18.32,6.03,49.7,0.002,103.9,9.77,-0.96,-0.3,-0.2,-1,-0.6,-4.150,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,168,1.5,-0.3,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 07:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.0,12.0,32.9,8.0,1022.2,21.15,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:00:00",3.4,3.0,13.7,0.1,12.1,340.6,371.3,,24.47,25.9,-57,0,0.00,0.00,1.0,21709.1,21474.0,20189.9,24979.6,18.32,6.03,49.9,0.002,103.8,9.76,-0.95,-0.3,-0.2,-1,-0.6,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,169,1.4,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,33.9,8.4,1022.1,21.12,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.3,7.0,1022.0,21.11,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:15:00",3.4,3.0,13.8,0.1,12.0,340.7,368.1,,24.47,26.0,-57,0,0.00,0.00,1.0,21872.0,21569.8,20296.1,25126.0,18.32,6.03,49.3,0.002,103.9,9.77,-0.94,-0.3,-0.2,-1,-0.6,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,169,1.5,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,32.5,7.6,1022.0,21.11,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:30:00",3.4,3.0,14.2,0.1,12.1,342.2,366.8,,24.49,25.9,-61,0,0.00,0.00,1.0,21771.1,21497.6,20246.4,24969.6,18.32,6.02,50.1,0.002,103.8,9.77,-0.93,-0.3,-0.1,-1,-0.5,-4.140,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,172,1.5,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,36.1,6.5,1021.9,21.10,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:40:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.2,7.5,1021.7,21.10,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:45:00",3.4,3.0,13.7,0.1,12.0,339.5,368.9,,24.49,26.0,-59,0,0.00,0.00,1.0,21772.4,21489.4,20248.3,24941.6,18.32,6.04,49.1,0.002,103.8,9.77,-0.96,-0.3,-0.2,-1,-0.6,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,168,1.4,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 08:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.4,6.9,1021.6,21.09,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:00:00",3.4,3.0,13.8,0.1,12.0,341.1,369.5,,24.47,25.9,-59,0,0.00,0.00,1.0,21906.5,21584.8,20333.8,25081.2,18.32,6.02,50.3,0.002,103.9,9.77,-0.95,-0.3,-0.2,-1,-0.6,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,168,1.5,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,35.6,8.2,1021.6,21.09,-5.8,-79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.9,7.1,1021.8,21.10,-5.8,-79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:15:00",3.4,3.0,13.7,0.1,12.0,342.6,371.1,,24.47,25.9,-59,0,0.00,0.00,1.0,21600.1,21403.3,20133.3,24924.5,18.32,6.02,50.0,0.002,103.9,9.77,-0.96,-0.4,-0.2,-1,-0.5,-4.150,-1.3,1.190,11.4,0.0,,,,,,,30.2,19.30,,,,,,167,1.5,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,33.5,6.7,1021.6,21.10,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:30:00",3.4,3.0,13.7,0.1,12.0,344.3,368.8,,24.47,26.0,-59,0,0.00,0.00,1.0,21429.3,21258.5,20022.3,24724.3,18.32,6.02,50.0,0.002,103.8,9.77,-0.95,-0.3,-0.2,-1,-0.6,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,171,1.6,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,33.8,8.5,1021.4,21.11,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:40:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.0,7.1,1021.2,21.12,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:45:00",3.4,3.0,14.2,0.1,12.0,334.3,369.9,,24.46,26.0,-61,0,0.00,0.00,1.0,21590.4,21432.5,20118.3,24931.9,18.32,6.02,50.0,0.002,103.8,9.77,-0.97,-0.2,-0.1,-1,-0.6,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,167,1.4,-0.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 09:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.3,7.5,1021.0,21.14,-5.8,-85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:00:00",3.4,3.0,13.7,0.1,12.0,341.0,370.2,,24.47,26.0,-57,0,0.00,0.00,1.0,21511.3,21359.3,20046.5,24834.0,18.32,6.03,49.8,0.002,103.8,9.77,-0.97,-0.3,-0.2,-1,-0.5,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,172,1.6,-0.4,-1.0,3.3,3.0,13.7,0.1,12.0,36.1,7.3,1021.0,21.15,-5.8,-79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.8,7.7,1020.9,21.17,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:15:00",3.4,3.0,13.7,0.1,12.0,340.5,369.3,,24.47,26.0,-57,0,0.00,0.00,1.0,21610.7,21391.4,20120.3,24920.3,18.32,6.04,49.0,0.002,103.8,9.77,-0.94,-0.3,-0.1,-1,-0.5,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.40,,,,,,166,1.4,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.4,8.1,1020.8,21.18,-5.8,-73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:30:00",3.4,3.0,14.2,0.1,12.1,336.4,366.3,,24.47,26.0,-57,0,0.00,0.00,1.0,21532.5,21323.9,20085.9,24836.9,18.32,6.05,48.4,0.002,103.9,9.77,-0.93,-0.4,-0.2,-1,-0.6,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,165,1.4,-0.3,-1.0,3.3,3.0,13.8,0.1,12.0,34.7,6.9,1020.7,21.22,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:40:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.0,12.0,33.2,8.3,1020.3,21.25,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:45:00",3.4,3.0,13.7,0.1,12.1,340.6,368.9,,24.47,26.0,-61,0,0.00,0.00,1.0,21516.5,21342.7,20070.6,24819.2,18.32,6.02,50.1,0.002,103.9,9.77,-0.96,-0.4,-0.2,-1,-0.5,-4.100,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,167,1.5,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 10:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.0,12.0,34.5,7.3,1020.2,21.27,-5.8,-73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:00:00",3.4,3.0,13.7,0.1,12.0,341.9,369.8,,24.49,26.0,-59,0,0.00,0.00,1.0,21669.1,21451.5,20169.3,24984.2,18.32,6.05,48.2,0.002,103.8,9.76,-0.95,-0.4,-0.2,-1,-0.6,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.40,,,,,,166,1.5,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,36.0,8.1,1020.0,21.31,-5.8,-73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,32.5,7.5,1019.8,21.38,-5.8,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:15:00",3.4,3.0,13.7,0.1,12.1,339.1,371.0,,24.49,26.0,-59,0,0.00,0.00,1.0,21589.4,21415.2,20111.6,24932.9,18.32,6.02,50.1,0.002,103.9,9.77,-0.94,-0.3,-0.2,-1,-0.6,-4.160,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,166,1.5,-0.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.7,0.1,12.0,33.4,7.7,1019.7,21.41,-5.8,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:30:00",3.4,3.0,13.7,0.1,12.0,341.0,371.3,,24.47,26.0,-59,0,0.00,0.00,1.0,21609.2,21399.6,20145.6,24929.5,18.32,6.04,48.8,0.002,103.8,9.76,-0.97,-0.3,-0.1,-1,-0.5,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,167,1.5,-0.3,-1.0,3.3,3.0,13.8,0.1,12.0,37.9,7.9,1019.6,21.45,-5.7,-73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:40:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.7,0.1,12.0,35.3,7.9,1019.4,21.50,-5.7,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:45:00",3.4,3.0,13.7,0.1,12.1,334.0,370.7,,24.47,26.0,-57,0,0.00,0.00,1.0,21668.3,21475.2,20176.1,25011.1,18.32,6.03,49.8,0.002,103.8,9.77,-0.93,-0.4,-0.2,-1,-0.5,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,166,1.5,-0.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 11:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.9,9.2,1019.2,21.56,-5.7,-73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:00:00",3.4,3.0,13.7,0.1,12.0,339.2,370.2,,24.49,26.0,-61,0,0.00,0.00,1.0,21771.5,21528.9,20218.7,25086.1,18.32,6.03,49.8,0.002,103.8,9.76,-0.94,-0.3,-0.2,-1,-0.5,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,168,1.5,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,36.3,7.3,1019.0,21.62,-5.7,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.9,7.8,1018.8,21.69,-5.7,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:15:00",3.4,3.0,13.8,0.1,12.0,341.1,367.6,,24.49,26.0,-59,0,0.00,0.00,1.0,21666.8,21450.9,20197.6,24996.0,18.32,6.06,47.9,0.002,103.8,9.76,-0.94,-0.4,-0.2,-1,-0.6,-4.100,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.40,,,,,,170,1.5,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,34.7,7.9,1018.7,21.76,-5.7,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:30:00",3.4,3.0,13.7,0.1,12.0,339.9,370.4,,24.47,26.0,-57,0,0.00,0.00,1.0,21547.2,21405.3,20069.1,24878.3,18.33,6.03,49.8,0.002,103.8,9.77,-0.93,-0.3,-0.1,-1,-0.5,-4.080,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,170,1.5,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,34.2,7.1,1018.7,21.83,-5.7,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:40:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.6,7.4,1018.5,21.89,-5.7,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:45:00",3.4,3.0,13.7,0.1,12.0,338.9,367.1,,24.49,26.0,-61,0,0.00,0.00,1.0,21609.1,21411.0,20127.4,24941.9,18.33,6.02,49.9,0.002,103.8,9.76,-0.94,-0.3,-0.2,-1,-0.6,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.1,19.30,,,,,,169,1.6,-0.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 12:50:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,33.5,8.9,1018.3,21.96,-5.7,-77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 13:00:00",3.4,3.0,14.0,0.1,12.0,340.3,369.6,,24.49,26.0,-61,0,0.00,0.00,1.0,21646.8,21459.9,20135.1,24975.1,18.33,6.08,46.9,0.002,103.8,9.77,-0.95,-0.3,-0.2,-1,-0.5,-4.090,-1.3,1.190,11.4,0.0,,,,,,,30.0,19.40,,,,,,170,1.5,-0.4,-1.0,3.3,3.0,14.0,0.1,12.0,34.7,6.9,1018.0,22.04,-5.6,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 13:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.0,7.8,1017.9,22.11,-5.6,-81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 13:15:00",3.4,3.0,13.7,0.1,12.1,341.5,369.4,,24.50,26.0,-57,0,0.00,0.00,1.0,21683.3,21440.2,20193.4,24992.9,18.33,6.03,49.4,0.002,103.8,9.76,-0.95,-0.3,-0.2,-1,-0.5,-4.120,-1.3,1.190,11.4,0.0,,,,,,,30.0,19.30,,,,,,167,1.5,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 13:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.0,13.8,0.1,12.0,35.0,6.8,1017.7,22.19,-5.6,-75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-22-2021 13:30:00",3.4,3.0,14.2,0.1,12.1,332.4,371.1,,24.49,26.0,-61,0,0.00,0.00,1.0,21580.0,21383.7,20124.2,24871.9,18.33,6.05,48.6,0.002,103.8,9.76,-0.97,-0.3,-0.1,-1,-0.5,-4.110,-1.3,1.190,11.4,0.0,,,,,,,30.0,19.40,,,,,,167,1.6,-0.4,-1.0,3.3,3.0,13.8,0.1,12.0,35.3,8.2,1017.5,22.27,-5.6,-79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
